,Number,Title,Overview,Genres
190,191,Halloween Kills,nightmare unstoppable killer michael myers escape laurie stride trap continue ritual bloodbath injure take hospital laurie fight pain inspire residents haddonfield rise myers take matter hand stride women survivors form vigilante mob hunt michael end reign terror,Horror
191,192,Deadpool,deadpool tell origin story former special force operative turn mercenary wade wilson subject rogue experiment leave accelerate heal power adopt alter ego deadpool arm new abilities dark twist sense humor deadpool hunt man nearly destroy life,Action
192,193,After We Collided,tessa find struggle complicate relationship hardin face dilemma could change live forever,Romance
193,194,Coco,despite family baffle generations old ban music miguel dream become accomplish musician like idol ernesto de la cruz desperate prove talent miguel find stun colorful land dead follow mysterious chain events along way meet charm trickster hector together set extraordinary journey unlock real story behind miguel family history,Family
194,195,Son,young boy contract mysterious illness mother must decide far go protect terrify force past,Horror
195,196,Hacksaw Ridge,wwii american army medic desmond doss serve battle okinawa refuse kill people become first conscientious objector american history receive congressional medal honor,Drama
196,197,Dynasty Warriors,turbulent late eastern han dynasty ambitious dong zhuo control court commonalty heroes country begin rise,Action
197,198,Apex,ex cop thomas malone serve life sentence crime commit offer chance freedom survive deadly game apex six hunters pay pleasure hunt another human remote island accept arrive hell break loose,Action
198,199,Boruto: Naruto the Movie,spirit boruto uzumaki son seventh hokage naruto skilled ninja possess brashness passion father however constant absence father busy hokage duties put damper boruto fire end meet father friend sasuke request become apprentice curtain story new generation rise,Animation
199,200,Jurassic World: Fallen Kingdom,three years demise jurassic world volcanic eruption threaten remain dinosaurs isla nublar claire dearing recruit owen grady help prevent extinction dinosaurs,Action
200,201,Undisputed III: Redemption,russian inmate boyka severely hobble knee injury suffer end undisputed longer fear prison fighter decline far good clean toilets new prison fight tournament begin international affair match best fighters prisons around globe entice promise freedom winner boyka must reclaim dignity fight position tournament,Action
201,202,Harry Potter and the Prisoner of Azkaban,year three hogwarts mean new fun challenge harry learn delicate art approach hippogriff transform shape shift boggarts hilarity even turn back time term also bring danger soul suck dementors hover school ally accurse cannot name lurk within castle wall fearsome wizard sirius black escape azkaban harry confront,Adventure
202,203,The Deep House,dive remote french lake couple youtubers specialize underwater exploration videos discover house submerge deep water initially unique find soon turn nightmare discover house scene atrocious crimes trap oxygen reserve fall dangerously realize worst yet come alone house,Horror
203,204,Toy Story,lead woody andy toy live happily room andy birthday bring buzz lightyear onto scene afraid lose place andy heart woody plot buzz circumstances separate buzz woody owner duo eventually learn put aside differences,Animation
204,205,Gone Mom: The Disappearance of Jennifer Dulos,jennifer dulos wealthy connecticut mother five mysteriously vanish,TV Movie
205,206,The SpongeBob Movie: Sponge on the Run,best friend gary suddenly snatch away spongebob take patrick madcap mission far beyond bikini bottom save pink shell pal,Family
206,207,Harry Potter and the Half-Blood Prince,lord voldemort tighten grip muggle wizarding worlds hogwarts longer safe harry suspect peril may even lie within castle dumbledore intent upon prepare final battle fast approach together work find key unlock voldemorts defenses end dumbledore recruit old friend colleague horace slughorn believe hold crucial information even decisive showdown loom romance blossom harry ron hermione classmates love air danger lie ahead hogwarts may never,Adventure
207,208,The Privilege,wealthy teen friends attend elite private school uncover dark conspiracy look series strange supernatural events,Horror
208,209,Witch Hunt,modern america witch real witchcraft illegal shelter teenager must face demons prejudice help two young witch avoid law enforcement cross southern border asylum mexico,Fantasy
209,210,Jurassic Hunt,female adventurer parker join crew male trophy hunters remote wilderness park goal slaughter genetically recreate dinosaurs sport use rifle arrows grenades guide kill raptors team try escape park hunters quickly become hunt even worse park manager suspect parker spy send hit squad battle become primitive,Action
210,211,Amina,century zazzau zaria nigeria amina must utilize military skills tactics defend family kingdom base true story,War
211,212,An Egg Rescue,toto friends must rescue egg children take away gourmet food event africa,Animation
212,213,Crazy Fist,opponent die mid match prominent mma champion swear never fight retire run family company best friend die suspicious circumstances choice step back ring,Action
