Number,Genres,Overview,Title,,,,,,,,,,,,
113,Drama,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",Inside Out,,,,,,,,,,,,
114,Drama,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Fight Club,,,,,,,,,,,,
115,Comedy,"Jess, a bellboy working at The Manila Hotel, is gifted an all-expenses paid stay at the hotel's most expensive suite. And during his stay, he encounters Veronica, a professional golddigger. Jess keeps up the illusion of being a rich guest of the hotel, hoping to get Veronica to fall in love with him before he has to tell her the truth.",The Hopeful Romantic,,,,,,,,,,,,
116,Action,"Captain Glass of the USS Arkansas discovers that a coup d'Ã©tat is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",Hunter Killer,,,,,,,,,,,,
117,Adventure,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",Ready Player One,,,,,,,,,,,,
118,Action,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet ??taking care of the problems of his three children.",Incredibles 2,,,,,,,,,,,,
119,Action,Part 2 of 6 for the final chapter of Girls und Panzer series.,Girls und Panzer das Finale: Part II,,,,,,,,,,,,
120,Action,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",The Fate of the Furious,,,,,,,,,,,,
121,Animation,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",Finding Nemo,,,,,,,,,,,,
122,Action,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLOÂ® invaders from outer space, wrecking everything faster than they can rebuild.",The Lego Movie 2: The Second Part,,,,,,,,,,,,
123,Adventure,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Pirates of the Caribbean: Dead Man's Chest,,,,,,,,,,,,
124,Horror,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation?”Annabelle.",Annabelle: Creation,,,,,,,,,,,,
125,Crime,"Earl Stone, a man in his 80s, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he?™s just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",The Mule,,,,,,,,,,,,
126,Action,"A cryptic message from Bond?™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Spectre,,,,,,,,,,,,
127,Thriller,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",I Am Mother,,,,,,,,,,,,
128,Thriller,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Pulp Fiction,,,,,,,,,,,,
129,Action,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",Man of Steel,,,,,,,,,,,,
130,Adventure,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it?™s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",Goosebumps,,,,,,,,,,,,
131,Adventure,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",The Lord of the Rings: The Two Towers,,,,,,,,,,,,
132,Animation,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",Spirited Away,,,,,,,,,,,,
133,Action,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Iron Man,,,,,,,,,,,,
134,Horror,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",Alien,,,,,,,,,,,,
135,Animation,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",Toy Story 2,,,,,,,,,,,,
136,War,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",Fury,,,,,,,,,,,,
137,Fantasy,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",Star Wars: The Last Jedi,,,,,,,,,,,,
138,Action,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City?™s own formidable, forceful vigilante takes on Metropolis?™s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it?™s ever known before.",Batman v Superman: Dawn of Justice,,,,,,,,,,,,
139,Thriller,"Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own.",Ma,,,,,,,,,,,,
140,Thriller,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can?™t stand idly by ??he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",The Equalizer,,,,,,,,,,,,
